author,word,path
1,do,words\author1\do_74.png
1,Twych,words\author1\Twych_75.png
1,świątyń,words\author1\świątyń_76.png
1,progu,words\author1\progu_77.png
1,Iść,words\author1\Iść_78.png
1,za,words\author1\za_79.png
1,wrócone,words\author1\wrócone_80.png
1,życie,words\author1\życie_81.png
1,podziękować,words\author1\podziękować_82.png
1,Bogu,words\author1\Bogu_83.png
1,Tak,words\author1\Tak_84.png
1,nas,words\author1\nas_85.png
1,powrócisz,words\author1\powrócisz_86.png
1,cudem,words\author1\cudem_87.png
1,na,words\author1\na_88.png
1,Ojczyzny,words\author1\Ojczyzny_89.png
1,łono,words\author1\łono_90.png
1,Tymczasem,words\author1\Tymczasem_91.png
1,przenieś,words\author1\przenieś_92.png
1,moją,words\author1\moją_93.png
1,duszę,words\author1\duszę_94.png
1,utęsknioną,words\author1\utęsknioną_95.png
1,Do,words\author1\Do_96.png
1,tych,words\author1\tych_97.png
1,pagórków,words\author1\pagórków_98.png
1,leśnych,words\author1\leśnych_99.png
1,do,words\author1\do_100.png
1,tych,words\author1\tych_101.png
1,łąk,words\author1\łąk_102.png
1,zielonych,words\author1\zielonych_103.png
1,Szeroko,words\author1\Szeroko_104.png
1,nad,words\author1\nad_105.png
1,błękitnym,words\author1\błękitnym_106.png
1,Niemnem,words\author1\Niemnem_107.png
1,rozciągnionych,words\author1\rozciągnionych_108.png
1,Do,words\author1\Do_109.png
1,tych,words\author1\tych_110.png
1,pól,words\author1\pól_111.png
1,malowanych,words\author1\malowanych_112.png
1,zbożem,words\author1\zbożem_113.png
1,rozmaitem,words\author1\rozmaitem_114.png
1,Wyzłacanych,words\author1\Wyzłacanych_115.png
1,pszenicą,words\author1\pszenicą_116.png
1,posrebrzanych,words\author1\posrebrzanych_117.png
1,żytem,words\author1\żytem_118.png
1,Gdzie,words\author1\Gdzie_119.png
1,bursztynowy,words\author1\bursztynowy_120.png
1,świerzop,words\author1\świerzop_121.png
1,gryka,words\author1\gryka_122.png
1,jak,words\author1\jak_123.png
1,śnieg,words\author1\śnieg_124.png
1,biała,words\author1\biała_125.png
1,Gdzie,words\author1\Gdzie_126.png
1,panieńskim,words\author1\panieńskim_127.png
1,rumieńcem,words\author1\rumieńcem_128.png
1,dzięcielina,words\author1\dzięcielina_129.png
1,pała,words\author1\pała_130.png
1,A,words\author1\A_131.png
1,wszystko,words\author1\wszystko_132.png
1,przepasane,words\author1\przepasane_133.png
1,jakby,words\author1\jakby_134.png
1,wstęgą,words\author1\wstęgą_135.png
1,miedzą,words\author1\miedzą_136.png
1,Zieloną,words\author1\Zieloną_137.png
1,na,words\author1\na_138.png
1,niej,words\author1\niej_139.png
1,z,words\author1\z_140.png
1,rzadka,words\author1\rzadka_141.png
1,ciche,words\author1\ciche_142.png
1,grusze,words\author1\grusze_143.png
1,siedzą,words\author1\siedzą_144.png
1,Śród,words\author1\Śród_145.png
1,takich,words\author1\takich_146.png
1,pól,words\author1\pól_147.png
1,przed,words\author1\przed_148.png
1,laty,words\author1\laty_149.png
1,nad,words\author1\nad_150.png
1,brzegiem,words\author1\brzegiem_151.png
1,ruczaju,words\author1\ruczaju_152.png
1,Na,words\author1\Na_153.png
1,pagórku,words\author1\pagórku_154.png
1,niewielkim,words\author1\niewielkim_155.png
1,we,words\author1\we_156.png
1,brzozowym,words\author1\brzozowym_157.png
1,gaju,words\author1\gaju_158.png
1,Stał,words\author1\Stał_159.png
1,dwór,words\author1\dwór_160.png
1,szlachecki,words\author1\szlachecki_161.png
1,z,words\author1\z_162.png
1,drzewa,words\author1\drzewa_163.png
1,lecz,words\author1\lecz_164.png
1,podmurowany,words\author1\podmurowany_165.png
1,Świeciły,words\author1\Świeciły_166.png
1,się,words\author1\się_167.png
1,z,words\author1\z_168.png
1,daleka,words\author1\daleka_169.png
1,pobielane,words\author1\pobielane_170.png
1,ściany,words\author1\ściany_171.png
1,tym,words\author1\tym_172.png
1,bielsze,words\author1\bielsze_173.png
1,że,words\author1\że_174.png
1,odbite,words\author1\odbite_175.png
1,od,words\author1\od_176.png
1,ciemnej,words\author1\ciemnej_177.png
1,zieleni,words\author1\zieleni_178.png
1,Topoli,words\author1\Topoli_179.png
1,co,words\author1\co_180.png
1,go,words\author1\go_181.png
1,bronią,words\author1\bronią_182.png
1,od,words\author1\od_183.png
1,wiatrów,words\author1\wiatrów_184.png
1,jesieni,words\author1\jesieni_185.png
1,Dóm,words\author1\Dóm_186.png
1,mieszkalny,words\author1\mieszkalny_187.png
1,niewielki,words\author1\niewielki_188.png
1,lecz,words\author1\lecz_189.png
1,zewsząd,words\author1\zewsząd_190.png
1,chędogi,words\author1\chędogi_191.png
1,I,words\author1\I_192.png
1,stodołę,words\author1\stodołę_193.png
1,miał,words\author1\miał_194.png
1,wielką,words\author1\wielką_195.png
1,i,words\author1\i_196.png
1,przy,words\author1\przy_197.png
1,niej,words\author1\niej_198.png
1,trzy,words\author1\trzy_199.png
1,stogi,words\author1\stogi_200.png
1,Użątku,words\author1\Użątku_201.png
1,co,words\author1\co_202.png
1,pod,words\author1\pod_203.png
1,strzechą,words\author1\strzechą_204.png
1,zmieścić,words\author1\zmieścić_205.png
1,się,words\author1\się_206.png
1,nie,words\author1\nie_207.png
1,może,words\author1\może_208.png
1,Widać,words\author1\Widać_209.png
1,że,words\author1\że_210.png
1,okolica,words\author1\okolica_211.png
1,obfita,words\author1\obfita_212.png
1,we,words\author1\we_213.png
1,zboże,words\author1\zboże_214.png
1,I,words\author1\I_215.png
1,widać,words\author1\widać_216.png
1,z,words\author1\z_217.png
1,liczby,words\author1\liczby_218.png
1,kopic,words\author1\kopic_219.png
1,co,words\author1\co_220.png
1,wzdłuż,words\author1\wzdłuż_221.png
1,i,words\author1\i_222.png
1,wszerz,words\author1\wszerz_223.png
1,smugów,words\author1\smugów_224.png
1,Świecą,words\author1\Świecą_225.png
1,gęsto,words\author1\gęsto_226.png
1,jak,words\author1\jak_227.png
1,gwiazdy,words\author1\gwiazdy_228.png
1,widać,words\author1\widać_229.png
1,z,words\author1\z_230.png
1,liczny,words\author1\liczny_231.png
1,pługów,words\author1\pługów_232.png
1,Orzących,words\author1\Orzących_233.png
1,wcześnie,words\author1\wcześnie_234.png
1,łany,words\author1\łany_235.png
1,ogromne,words\author1\ogromne_236.png
1,ugoru,words\author1\ugoru_237.png
1,Czarnoziemne,words\author1\Czarnoziemne_238.png
1,zapewne,words\author1\zapewne_239.png
1,należne,words\author1\należne_240.png
1,do,words\author1\do_241.png
1,dworu,words\author1\dworu_242.png
1,Uprawne,words\author1\Uprawne_243.png
1,dobrze,words\author1\dobrze_244.png
1,na,words\author1\na_245.png
1,kształt,words\author1\kształt_246.png
1,ogrodowych,words\author1\ogrodowych_247.png
1,grządek,words\author1\grządek_248.png
1,Że,words\author1\Że_249.png
1,w,words\author1\w_250.png
1,tym,words\author1\tym_251.png
1,domu,words\author1\domu_252.png
1,dostatek,words\author1\dostatek_253.png
1,mieszka,words\author1\mieszka_254.png
1,i,words\author1\i_255.png
1,porządek,words\author1\porządek_256.png
1,Brama,words\author1\Brama_257.png
1,na,words\author1\na_258.png
1,wciąż,words\author1\wciąż_259.png
1,otwarta,words\author1\otwarta_260.png
1,przechodniom,words\author1\przechodniom_261.png
1,ogłasza,words\author1\ogłasza_262.png
1,Że,words\author1\Że_263.png
1,gościnna,words\author1\gościnna_264.png
1,i,words\author1\i_265.png
1,wszystkich,words\author1\wszystkich_266.png
1,w,words\author1\w_267.png
1,gościnę,words\author1\gościnę_268.png
1,zaprasza,words\author1\zaprasza_269.png
1,Właśnie,words\author1\Właśnie_270.png
1,dwókonną,words\author1\dwókonną_271.png
1,bryką,words\author1\bryką_272.png
1,wjechał,words\author1\wjechał_273.png
1,młody,words\author1\młody_274.png
1,panek,words\author1\panek_275.png
1,I,words\author1\I_276.png
1,obiegłszy,words\author1\obiegłszy_277.png
1,dziedziniec,words\author1\dziedziniec_278.png
1,zawrócił,words\author1\zawrócił_279.png
1,przed,words\author1\przed_280.png
1,ganek,words\author1\ganek_281.png
1,Wysiadł,words\author1\Wysiadł_282.png
1,z,words\author1\z_283.png
1,powozu,words\author1\powozu_284.png
1,konie,words\author1\konie_285.png
1,porzucone,words\author1\porzucone_286.png
1,same,words\author1\same_287.png
1,Szczypiąc,words\author1\Szczypiąc_288.png
1,trawę,words\author1\trawę_289.png
1,ciągnęły,words\author1\ciągnęły_290.png
1,powoli,words\author1\powoli_291.png
1,pod,words\author1\pod_292.png
1,bramę,words\author1\bramę_293.png
1,We,words\author1\We_294.png
1,dworze,words\author1\dworze_295.png
1,pusto,words\author1\pusto_296.png
1,bo,words\author1\bo_297.png
1,drzwi,words\author1\drzwi_298.png
1,od,words\author1\od_299.png
1,ganku,words\author1\ganku_300.png
1,zamknięto,words\author1\zamknięto_301.png
1,Zaszczepkami,words\author1\Zaszczepkami_302.png
1,i,words\author1\i_303.png
1,kołkiem,words\author1\kołkiem_304.png
1,zaszczepki,words\author1\zaszczepki_305.png
1,przetknięto,words\author1\przetknięto_306.png
1,Podróżny,words\author1\Podróżny_307.png
1,do,words\author1\do_308.png
1,folwarku,words\author1\folwarku_309.png
1,nie,words\author1\nie_310.png
1,biegł,words\author1\biegł_311.png
1,sług,words\author1\sług_312.png
1,zapytać,words\author1\zapytać_313.png
1,Odemknął,words\author1\Odemknął_314.png
1,wbiegł,words\author1\wbiegł_315.png
1,do,words\author1\do_316.png
1,domu,words\author1\domu_317.png
1,pragnął,words\author1\pragnął_318.png
1,go,words\author1\go_319.png
1,powitać,words\author1\powitać_320.png
1,Dawno,words\author1\Dawno_321.png
1,domu,words\author1\domu_322.png
1,nie,words\author1\nie_323.png
1,widział,words\author1\widział_324.png
1,bo,words\author1\bo_325.png
1,w,words\author1\w_326.png
1,dalekim,words\author1\dalekim_327.png
1,mieście,words\author1\mieście_328.png
1,Kończył,words\author1\Kończył_329.png
1,nauki,words\author1\nauki_330.png
1,końca,words\author1\końca_331.png
1,doczekał,words\author1\doczekał_332.png
1,nareszcie,words\author1\nareszcie_333.png
1,Wbiega,words\author1\Wbiega_334.png
1,i,words\author1\i_335.png
1,okiem,words\author1\okiem_336.png
1,chciwie,words\author1\chciwie_337.png
1,ściany,words\author1\ściany_338.png
1,starodawne,words\author1\starodawne_339.png
1,Ogląda,words\author1\Ogląda_340.png
1,czule,words\author1\czule_341.png
1,jako,words\author1\jako_342.png
1,swe,words\author1\swe_343.png
1,znajome,words\author1\znajome_344.png
1,dawne,words\author1\dawne_345.png
1,Też,words\author1\Też_346.png
1,same,words\author1\same_347.png
1,widzi,words\author1\widzi_348.png
1,sprzęty,words\author1\sprzęty_349.png
1,też,words\author1\też_350.png
1,same,words\author1\same_351.png
1,obicia,words\author1\obicia_352.png
1,Z,words\author1\Z_353.png
1,którymi,words\author1\którymi_354.png
1,się,words\author1\się_355.png
1,zabawić,words\author1\zabawić_356.png
1,lubił,words\author1\lubił_357.png
1,od,words\author1\od_358.png
1,powicia,words\author1\powicia_359.png
1,Lecz,words\author1\Lecz_360.png
1,mniej,words\author1\mniej_361.png
1,wielkie,words\author1\wielkie_362.png
1,mniej,words\author1\mniej_363.png
1,piękne,words\author1\piękne_364.png
1,niż,words\author1\niż_365.png
1,się,words\author1\się_366.png
1,dawniej,words\author1\dawniej_367.png
1,zdały,words\author1\zdały_368.png
1,I,words\author1\I_369.png
1,też,words\author1\też_370.png
1,same,words\author1\same_371.png
1,portrety,words\author1\portrety_372.png
1,na,words\author1\na_373.png
1,ścianach,words\author1\ścianach_374.png
1,wisiały,words\author1\wisiały_375.png
1,Tu,words\author1\Tu_376.png
1,Kościuszko,words\author1\Kościuszko_377.png
1,w,words\author1\w_378.png
1,czamarce,words\author1\czamarce_379.png
1,krakowskiej,words\author1\krakowskiej_380.png
1,z,words\author1\z_381.png
1,oczyma,words\author1\oczyma_382.png
1,Podniesionymi,words\author1\Podniesionymi_383.png
1,w,words\author1\w_384.png
1,niebo,words\author1\niebo_385.png
1,miecz,words\author1\miecz_386.png
1,oburącz,words\author1\oburącz_387.png
1,trzyma,words\author1\trzyma_388.png
1,Takim,words\author1\Takim_389.png
1,był,words\author1\był_390.png
1,gdy,words\author1\gdy_391.png
1,przysięgał,words\author1\przysięgał_392.png
1,na,words\author1\na_393.png
1,stopniach,words\author1\stopniach_394.png
1,ołtarzów,words\author1\ołtarzów_395.png
1,Że,words\author1\Że_396.png
1,tym,words\author1\tym_397.png
1,mieczem,words\author1\mieczem_398.png
1,wypędzi,words\author1\wypędzi_399.png
1,z,words\author1\z_400.png
1,Polski,words\author1\Polski_401.png
1,trzech,words\author1\trzech_402.png
1,mocarzów,words\author1\mocarzów_403.png
1,Albo,words\author1\Albo_404.png
1,sam,words\author1\sam_405.png
1,na,words\author1\na_406.png
1,nim,words\author1\nim_407.png
1,padnie,words\author1\padnie_408.png
1,Dalej,words\author1\Dalej_409.png
1,w,words\author1\w_410.png
1,polskiej,words\author1\polskiej_411.png
1,szacie,words\author1\szacie_412.png
1,Siedzi,words\author1\Siedzi_413.png
1,Rejtan,words\author1\Rejtan_414.png
1,żałośny,words\author1\żałośny_415.png
1,po,words\author1\po_416.png
1,wolności,words\author1\wolności_417.png
1,stracie,words\author1\stracie_418.png
1,W,words\author1\W_419.png
1,ręku,words\author1\ręku_420.png
1,trzyma,words\author1\trzyma_421.png
1,nóż,words\author1\nóż_422.png
1,ostrzem,words\author1\ostrzem_423.png
1,zwróconym,words\author1\zwróconym_424.png
1,do,words\author1\do_425.png
1,łona,words\author1\łona_426.png
1,A,words\author1\A_427.png
1,przed,words\author1\przed_428.png
1,nim,words\author1\nim_429.png
1,leży,words\author1\leży_430.png
1,Fedon,words\author1\Fedon_431.png
1,i,words\author1\i_432.png
1,żywot,words\author1\żywot_433.png
1,Katona,words\author1\Katona_434.png
1,Dalej,words\author1\Dalej_435.png
1,Jasiński,words\author1\Jasiński_436.png
1,młodzian,words\author1\młodzian_437.png
1,piękny,words\author1\piękny_438.png
1,i,words\author1\i_439.png
1,posępny,words\author1\posępny_440.png
1,Obok,words\author1\Obok_441.png
1,Korsak,words\author1\Korsak_442.png
1,towarzysz,words\author1\towarzysz_443.png
1,jego,words\author1\jego_444.png
1,niedostępny,words\author1\niedostępny_445.png
1,Stoją,words\author1\Stoją_446.png
1,na,words\author1\na_447.png
1,szańcach,words\author1\szańcach_448.png
1,Pragi,words\author1\Pragi_449.png
1,na,words\author1\na_450.png
1,stosach,words\author1\stosach_451.png
1,Moskali,words\author1\Moskali_452.png
1,Siekąc,words\author1\Siekąc_453.png
1,wrogów,words\author1\wrogów_454.png
1,a,words\author1\a_455.png
1,Praga,words\author1\Praga_456.png
1,już,words\author1\już_457.png
1,się,words\author1\się_458.png
1,wkoło,words\author1\wkoło_459.png
1,pali,words\author1\pali_460.png
1,Nawet,words\author1\Nawet_461.png
1,stary,words\author1\stary_462.png
1,stojący,words\author1\stojący_463.png
1,zegar,words\author1\zegar_464.png
1,kurantowy,words\author1\kurantowy_465.png
1,W,words\author1\W_466.png
1,drewnianej,words\author1\drewnianej_467.png
1,szafie,words\author1\szafie_468.png
1,poznał,words\author1\poznał_469.png
1,u,words\author1\u_470.png
1,wniścia,words\author1\wniścia_471.png
1,alkowy,words\author1\alkowy_472.png
1,I,words\author1\I_473.png
1,z,words\author1\z_474.png
1,dziecinną,words\author1\dziecinną_475.png
1,radością,words\author1\radością_476.png
1,pociągnął,words\author1\pociągnął_477.png
1,za,words\author1\za_478.png
1,sznurek,words\author1\sznurek_479.png
1,By,words\author1\By_480.png
1,stary,words\author1\stary_481.png
1,Dąbrowskiego,words\author1\Dąbrowskiego_482.png
1,usłyszeć,words\author1\usłyszeć_483.png
1,mazurek,words\author1\mazurek_484.png
1,Biegał,words\author1\Biegał_485.png
1,po,words\author1\po_486.png
1,całym,words\author1\całym_487.png
1,domu,words\author1\domu_488.png
1,i,words\author1\i_489.png
1,szukał,words\author1\szukał_490.png
1,komnaty,words\author1\komnaty_491.png
1,Gdzie,words\author1\Gdzie_492.png
1,mieszkał,words\author1\mieszkał_493.png
1,dzieckiem,words\author1\dzieckiem_494.png
1,będąc,words\author1\będąc_495.png
1,przed,words\author1\przed_496.png
1,dziesięciu,words\author1\dziesięciu_497.png
1,laty,words\author1\laty_498.png
1,Wchodzi,words\author1\Wchodzi_499.png
1,cofnął,words\author1\cofnął_500.png
1,się,words\author1\się_501.png
1,toczył,words\author1\toczył_502.png
1,zdumione,words\author1\zdumione_503.png
1,źrenice,words\author1\źrenice_504.png
1,Po,words\author1\Po_505.png
1,ścianach,words\author1\ścianach_506.png
1,w,words\author1\w_507.png
1,tej,words\author1\tej_508.png
1,komnacie,words\author1\komnacie_509.png
1,mieszkanie,words\author1\mieszkanie_510.png
1,kobiece,words\author1\kobiece_511.png
1,Któż,words\author1\Któż_512.png
1,by,words\author1\by_513.png
1,tu,words\author1\tu_514.png
1,mieszkał,words\author1\mieszkał_515.png
1,Stary,words\author1\Stary_516.png
1,stryj,words\author1\stryj_517.png
1,nie,words\author1\nie_518.png
1,był,words\author1\był_519.png
1,żonaty,words\author1\żonaty_520.png
1,A,words\author1\A_521.png
1,ciotka,words\author1\ciotka_522.png
1,w,words\author1\w_523.png
1,Petersburgu,words\author1\Petersburgu_524.png
1,mieszkała,words\author1\mieszkała_525.png
1,przed,words\author1\przed_526.png
1,laty,words\author1\laty_527.png
1,To,words\author1\To_528.png
1,nie,words\author1\nie_529.png
1,był,words\author1\był_530.png
1,ochmistrzyni,words\author1\ochmistrzyni_531.png
1,pokój,words\author1\pokój_532.png
1,Fortepiano,words\author1\Fortepiano_533.png
1,Na,words\author1\Na_534.png
1,nim,words\author1\nim_535.png
1,noty,words\author1\noty_536.png
1,i,words\author1\i_537.png
1,książki,words\author1\książki_538.png
1,wszystko,words\author1\wszystko_539.png
1,porzucano,words\author1\porzucano_540.png
1,Niedbale,words\author1\Niedbale_541.png
1,i,words\author1\i_542.png
1,bezładnie,words\author1\bezładnie_543.png
1,nieporządek,words\author1\nieporządek_544.png
1,miły,words\author1\miły_545.png
1,Niestare,words\author1\Niestare_546.png
1,były,words\author1\były_547.png
1,rączki,words\author1\rączki_548.png
1,co,words\author1\co_549.png
1,je,words\author1\je_550.png
1,tak,words\author1\tak_551.png
1,rzuciły,words\author1\rzuciły_552.png
1,Tuż,words\author1\Tuż_553.png
1,i,words\author1\i_554.png
1,sukienka,words\author1\sukienka_555.png
1,biała,words\author1\biała_556.png
1,świeżo,words\author1\świeżo_557.png
1,z,words\author1\z_558.png
1,koła,words\author1\koła_559.png
1,zdjęta,words\author1\zdjęta_560.png
1,Do,words\author1\Do_561.png
1,ubrania,words\author1\ubrania_562.png
1,na,words\author1\na_563.png
1,krzesła,words\author1\krzesła_564.png
1,poręczu,words\author1\poręczu_565.png
1,rozpięta,words\author1\rozpięta_566.png
1,A,words\author1\A_567.png
1,na,words\author1\na_568.png
1,oknach,words\author1\oknach_569.png
1,donice,words\author1\donice_570.png
1,z,words\author1\z_571.png
1,pachnącymi,words\author1\pachnącymi_572.png
1,ziołki,words\author1\ziołki_573.png
1,Geranium,words\author1\Geranium_574.png
1,lewkonija,words\author1\lewkonija_575.png
1,astry,words\author1\astry_576.png
1,i,words\author1\i_577.png
1,fiołki,words\author1\fiołki_578.png
1,Podróżny,words\author1\Podróżny_579.png
1,stanął,words\author1\stanął_580.png
1,w,words\author1\w_581.png
1,jednym,words\author1\jednym_582.png
1,z,words\author1\z_583.png
1,okien,words\author1\okien_584.png
1,nowe,words\author1\nowe_585.png
1,dziwo,words\author1\dziwo_586.png
1,Był,words\author1\Był_587.png
1,maleńki,words\author1\maleńki_588.png
1,ogródek,words\author1\ogródek_589.png
1,ścieżkami,words\author1\ścieżkami_590.png
1,porznięty,words\author1\porznięty_591.png
1,Pełen,words\author1\Pełen_592.png
1,bukietów,words\author1\bukietów_593.png
1,trawy,words\author1\trawy_594.png
1,angielskiej,words\author1\angielskiej_595.png
1,i,words\author1\i_596.png
1,mięty,words\author1\mięty_597.png
1,Drewniany,words\author1\Drewniany_598.png
1,drobny,words\author1\drobny_599.png
1,w,words\author1\w_600.png
1,cyfrę,words\author1\cyfrę_601.png
1,powiązany,words\author1\powiązany_602.png
1,płotek,words\author1\płotek_603.png
1,Połyskiwał,words\author1\Połyskiwał_604.png
1,się,words\author1\się_605.png
1,wstążkami,words\author1\wstążkami_606.png
1,jaskrawych,words\author1\jaskrawych_607.png
1,stokrotek,words\author1\stokrotek_608.png
1,Grządki,words\author1\Grządki_609.png
1,widać,words\author1\widać_610.png
1,że,words\author1\że_611.png
1,były,words\author1\były_612.png
1,świeżo,words\author1\świeżo_613.png
1,polewane,words\author1\polewane_614.png
1,Tuż,words\author1\Tuż_615.png
1,stało,words\author1\stało_616.png
1,wody,words\author1\wody_617.png
1,pełne,words\author1\pełne_618.png
1,naczynie,words\author1\naczynie_619.png
1,blaszane,words\author1\blaszane_620.png
1,Ale,words\author1\Ale_621.png
1,nigdzie,words\author1\nigdzie_622.png
1,nie,words\author1\nie_623.png
1,widać,words\author1\widać_624.png
1,było,words\author1\było_625.png
1,ogrodniczki,words\author1\ogrodniczki_626.png
1,Tylko,words\author1\Tylko_627.png
1,co,words\author1\co_628.png
1,wyszła,words\author1\wyszła_629.png
1,jeszcze,words\author1\jeszcze_630.png
1,kołyszą,words\author1\kołyszą_631.png
1,się,words\author1\się_632.png
1,drzwiczki,words\author1\drzwiczki_633.png
1,Świeżo,words\author1\Świeżo_634.png
1,trącone,words\author1\trącone_635.png
1,blisko,words\author1\blisko_636.png
1,drzwi,words\author1\drzwi_637.png
1,ślad,words\author1\ślad_638.png
1,widać,words\author1\widać_639.png
1,nóżki,words\author1\nóżki_640.png
1,Na,words\author1\Na_641.png
1,piasku,words\author1\piasku_642.png
1,bez,words\author1\bez_643.png
1,trzewika,words\author1\trzewika_644.png
1,była,words\author1\była_645.png
1,i,words\author1\i_646.png
1,pończoszki,words\author1\pończoszki_647.png
1,Na,words\author1\Na_648.png
1,piasku,words\author1\piasku_649.png
1,drobnym,words\author1\drobnym_650.png
1,suchym,words\author1\suchym_651.png
1,białym,words\author1\białym_652.png
1,na,words\author1\na_653.png
1,kształt,words\author1\kształt_654.png
1,śniegu,words\author1\śniegu_655.png
1,Ślad,words\author1\Ślad_656.png
1,wyraźny,words\author1\wyraźny_657.png
1,lecz,words\author1\lecz_658.png
1,lekki,words\author1\lekki_659.png
1,odgadniesz,words\author1\odgadniesz_660.png
1,że,words\author1\że_661.png
1,w,words\author1\w_662.png
1,biegu,words\author1\biegu_663.png
1,Chybkim,words\author1\Chybkim_664.png
1,był,words\author1\był_665.png
1,zostawiony,words\author1\zostawiony_666.png
1,nóżkami,words\author1\nóżkami_667.png
1,drobnemi,words\author1\drobnemi_668.png
1,Od,words\author1\Od_669.png
1,kogoś,words\author1\kogoś_670.png
1,co,words\author1\co_671.png
1,zaledwie,words\author1\zaledwie_672.png
1,dotykał,words\author1\dotykał_673.png
1,się,words\author1\się_674.png
1,ziemi,words\author1\ziemi_675.png
1,WSTĘP,words\author1\WSTĘP_676.png
1,Termografia,words\author1\Termografia_677.png
1,to,words\author1\to_678.png
1,naukowa,words\author1\naukowa_679.png
1,nazwa,words\author1\nazwa_680.png
1,techniki,words\author1\techniki_681.png
1,rejestracji,words\author1\rejestracji_682.png
1,obrazów,words\author1\obrazów_683.png
1,polegającej,words\author1\polegającej_684.png
1,na,words\author1\na_685.png
1,detekcji,words\author1\detekcji_686.png
1,promieniowania,words\author1\promieniowania_687.png
1,w,words\author1\w_688.png
1,paśmie,words\author1\paśmie_689.png
1,podczerwieni,words\author1\podczerwieni_690.png
1,czyli,words\author1\czyli_691.png
1,fal,words\author1\fal_692.png
1,elektromagnetycznych,words\author1\elektromagnetycznych_693.png
1,emitowanych,words\author1\emitowanych_694.png
1,przez,words\author1\przez_695.png
1,ciała,words\author1\ciała_696.png
1,o,words\author1\o_697.png
1,temperaturze,words\author1\temperaturze_698.png
1,wyższej,words\author1\wyższej_699.png
1,od,words\author1\od_700.png
1,zera,words\author1\zera_701.png
1,bezwzględnego,words\author1\bezwzględnego_702.png
1,i,words\author1\i_703.png
1,w,words\author1\w_704.png
1,efekcie,words\author1\efekcie_705.png
1,zamianie,words\author1\zamianie_706.png
1,tego,words\author1\tego_707.png
1,promieniowania,words\author1\promieniowania_708.png
1,na,words\author1\na_709.png
1,obraz,words\author1\obraz_710.png
1,widzialny,words\author1\widzialny_711.png
1,Dzięki,words\author1\Dzięki_712.png
1,temu,words\author1\temu_713.png
1,pozwala,words\author1\pozwala_714.png
1,ona,words\author1\ona_715.png
1,na,words\author1\na_716.png
1,obserwację,words\author1\obserwację_717.png
1,i,words\author1\i_718.png
1,ocenę,words\author1\ocenę_719.png
1,zmian,words\author1\zmian_720.png
1,temperatur,words\author1\temperatur_721.png
